Chromosome Arm	X1032	X103	X1040	X106	X1097	X1098	X1172	X1177	X1192	X1196	X119	X120	X1230	X1237	X1265	X1269	X1283	X128	X1326	X1341	X1364	X137	X1410	X1419	X1471	X1499	X1530	X1548	X1552	X1568	X1580	X1582	X1593	X1605	X1634	X1652	X1677	X1689	X1718	X1751	X1851	X1922	X1928	X1979	X2090	X2120	X2152	X2176	X2212	X2316	X2354	X2357	X2360	X2362	X2374	X23	X2401	X2412	X2415	X2429	X2438	X2443	X2503	X2529	X2554	X2556	X2577	X2587	X2593	X2638	X2648	X2665	X2700	X2704	X2716	X2763	X2773	X2797	X2816	X2825	X2890	X2902	X2949	X2991	X2998	X300	X301	X3056	X3059	X3080	X3107	X3144	X3151	X3225	X3238	X3297	X3349	X3391	X342	X356	X429	X451	X472	X544	X592	X603	X655	X736	X80	X860	X88	X935	X93	X94	X970	X987	X991
15q	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.413	0.000	-0.902	0.000	-0.528	-0.441	0.000	-0.854	-0.610	0.000	0.000	0.777	0.000	0.000	-0.482	-0.618	-0.809	0.000	-0.661	0.000	-0.808	0.000	1.010	-0.571	0.000	0.000	-0.424	-0.287	0.000	0.000	0.000	0.000	0.000	-0.002	-0.254	0.000	-0.283	0.000	-0.639	-0.512	-0.291	0.000	0.000	0.000	0.000	-0.895	0.000	0.000	0.000	-0.396	0.000	0.000	-1.075	0.000	-0.256	0.000	0.000	-0.611	-0.063	0.000	0.000	-0.269	-0.661	0.000	0.000	0.000	0.000	-0.480	0.000	0.000	-0.319	0.000	-0.369	0.000	-0.323	0.000	-0.268	0.000	0.000	-0.326	-0.327	-0.287	0.000	0.000	0.000	-0.761	0.000	0.000	-0.391	0.000	0.000	0.000	0.000	0.000	-0.304	-0.297	-0.253	0.000	0.000	0.000	0.000	-0.659	0.000	0.000	-0.505	0.000	0.000	0.000	-0.288	0.517
16p	0.000	-0.793	0.000	0.000	0.000	0.000	-0.858	-0.007	-0.456	-0.877	0.000	-0.601	-0.398	0.000	-0.769	-0.548	-0.601	0.000	0.000	0.000	-0.094	0.377	0.000	-0.799	-0.827	0.000	-0.494	-0.792	0.349	-0.390	-1.126	-0.778	0.000	-0.334	0.000	0.000	0.000	0.000	0.000	0.286	0.194	0.000	-0.718	-0.300	0.551	0.000	0.000	0.000	0.000	-0.335	-0.310	0.000	0.000	0.000	-0.271	0.000	-0.326	0.000	-0.530	0.742	0.000	-0.324	0.392	0.000	0.000	-0.456	0.000	0.000	-0.274	-0.550	0.000	0.000	0.000	0.000	-0.485	-0.675	0.000	-0.301	0.000	-0.556	-0.454	0.000	0.389	-0.335	-0.612	0.000	-0.075	0.000	-0.286	0.000	-0.355	0.000	-0.727	-0.601	1.721	-0.355	0.000	-0.304	0.000	0.000	0.000	-0.626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.000	0.514	0.455
16q	0.000	0.000	0.000	0.000	0.000	-0.370	-0.858	-0.404	-0.456	-0.877	0.000	-0.601	-0.398	-0.509	-0.769	-0.548	-0.601	0.000	-0.683	0.000	-0.392	0.000	-0.578	-0.799	-0.827	0.000	-0.494	-0.792	-0.510	-0.390	-1.126	-0.778	-0.348	-0.334	0.000	0.000	0.000	0.000	0.000	-0.325	-0.430	0.000	-0.718	-0.300	-0.597	-0.624	-0.292	0.000	0.000	-0.335	-0.310	0.281	0.000	-1.098	-0.271	-0.898	-0.326	0.000	-0.530	0.742	0.000	0.000	0.392	0.000	0.000	-0.456	0.000	0.000	-0.274	-0.550	0.000	-0.368	0.000	0.000	-0.485	-0.675	0.000	-0.301	0.000	-0.556	-0.454	-0.310	-0.658	-0.935	-0.612	0.000	-0.845	-0.313	-0.286	-0.685	-0.355	0.000	-0.727	-0.601	0.936	-0.355	-0.452	-0.304	0.000	0.000	0.000	-0.626	0.000	0.000	-0.465	0.000	-0.519	-0.514	-0.484	-0.458	0.000	-0.520	-0.627	-0.548	-0.797	0.000	0.455
17p	0.000	-0.782	0.000	0.000	0.000	0.338	-0.842	-0.376	-0.447	-0.888	0.000	-0.357	-0.367	-0.598	-0.850	-0.921	-0.630	0.000	-0.775	-0.484	-0.387	-0.455	-0.624	-0.795	-0.824	-0.654	-0.561	-0.820	-0.475	-0.425	-0.584	-0.800	0.000	-0.384	-0.280	0.000	0.000	-0.418	0.000	-0.281	-0.546	0.000	-0.730	-0.280	-0.308	0.579	-0.373	-0.294	0.000	-0.288	-0.318	-0.342	-0.895	-0.699	-0.312	-0.386	-0.283	-0.403	-0.526	0.000	-0.805	-0.639	-0.479	-0.500	0.654	0.000	0.000	0.000	-0.431	-0.598	0.000	-0.017	-0.534	0.000	-0.502	-0.698	0.000	0.000	0.000	-0.367	-0.450	-0.323	0.000	-0.261	-0.633	-0.610	-0.315	0.000	0.000	-0.715	-0.342	0.000	-0.748	0.000	-0.406	0.187	-0.503	0.000	0.826	0.000	-0.787	-0.631	-0.405	-0.560	-0.554	0.000	-0.654	-0.557	0.000	-0.523	0.000	0.000	-0.686	-0.720	-0.810	0.000	0.397
17q	0.000	-0.782	0.000	0.000	0.000	0.338	-0.842	0.405	-0.447	-0.888	0.000	0.000	-0.367	-0.598	-0.850	-0.921	-0.630	0.000	0.000	-0.484	-0.387	0.000	0.000	-0.795	-0.824	-0.654	-0.561	-0.820	0.000	-0.425	-0.584	-0.800	0.000	0.000	-0.280	0.000	0.000	-0.418	0.000	-0.281	-0.546	0.000	-0.730	-0.280	1.126	-0.006	0.398	0.000	0.000	-0.288	-0.318	-0.342	-0.895	-0.699	-0.312	-0.386	-0.283	-0.403	-0.526	0.000	-0.805	-0.382	-0.479	-0.500	-0.630	-0.493	0.000	0.000	-0.431	-0.598	0.347	0.331	-0.534	0.000	-0.502	-0.698	0.000	0.292	0.000	0.075	-0.450	-0.323	0.000	-0.261	-0.633	0.000	-0.315	-0.352	0.000	-0.715	0.108	0.000	-0.251	0.000	-0.406	-0.341	0.000	0.000	0.826	0.000	-0.787	-0.631	0.000	-0.560	-0.554	0.000	-0.654	-0.557	0.000	-0.523	0.000	0.000	-0.686	-0.720	-0.810	0.000	0.397
18p	-0.280	-0.775	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.428	0.000	0.000	0.000	-0.635	0.000	0.000	0.000	-0.466	0.000	-0.644	0.744	0.000	-0.669	0.259	0.000	0.291	-0.387	-0.574	0.000	0.392	0.689	0.000	0.308	0.000	-0.376	0.251	0.352	0.504	0.707	0.000	-0.308	0.000	0.000	-0.472	0.000	1.265	-0.323	0.000	0.271	0.704	0.000	0.000	0.000	0.402	-0.427	0.000	0.644	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.274	0.000	0.000	0.552	0.000	0.000	0.000	0.000	-0.078	0.000	-0.349	0.299	-0.331	-0.383	0.285	0.000	0.488	-0.032	-0.672	-0.344	-0.286	0.000	-0.715	0.481	0.000	0.789	-0.591	0.000	0.582	0.000	-0.350	0.000	0.000	0.000	0.000	0.326	0.000	-0.844	0.000	-0.687	0.000	-0.721	0.000	0.000	0.000	0.000	0.000	-0.835	0.000	0.000
18q	-0.280	0.000	0.000	0.000	0.000	-0.620	-0.840	0.000	0.000	0.000	0.337	0.000	-0.428	-0.595	0.000	0.000	-0.635	0.000	0.000	0.000	-0.466	0.000	-0.644	0.000	0.000	-0.669	0.259	0.000	0.291	-0.959	-0.574	0.000	0.392	-0.447	-0.282	0.308	0.000	0.000	0.000	-0.347	-0.656	0.707	0.000	-0.308	0.000	-0.591	-0.472	-0.306	0.431	-0.323	-0.267	-0.615	-0.840	0.559	-0.329	-0.408	0.000	-0.427	0.000	0.644	0.000	0.258	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.530	0.109	0.000	0.000	0.000	-0.407	-0.640	0.000	-0.349	-0.065	-0.331	-0.383	-0.233	0.000	0.000	-0.605	-0.672	-0.344	-0.286	0.000	-0.715	1.340	0.000	0.789	0.000	-0.491	0.000	0.000	-0.350	0.000	0.000	-0.788	-0.356	-0.534	-0.668	-0.844	0.000	-0.687	-0.356	-0.721	-0.521	0.000	0.000	-0.704	-0.573	-0.835	0.000	0.000
19p	0.254	0.000	0.258	0.000	0.633	-0.214	0.000	0.458	0.000	-0.853	0.370	0.000	-0.343	-0.543	-0.776	-0.446	0.000	0.000	0.000	0.272	-0.334	0.365	0.000	0.000	-0.798	0.000	-0.268	0.000	0.000	0.000	-0.617	0.945	-0.353	0.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.328	0.000	0.000	0.000	-0.093	-0.402	0.000	0.737	0.000	0.000	-0.338	-0.765	-0.465	0.000	-0.450	0.343	0.000	-0.112	-1.015	0.000	-0.588	0.000	1.135	0.299	-0.581	0.000	0.000	-0.444	0.000	0.000	1.080	0.000	0.000	0.478	-0.351	0.000	0.000	0.000	-0.324	-0.522	-0.593	0.281	-0.652	-0.633	-0.555	-0.356	-0.445	-0.350	0.000	-0.480	0.000	-0.817	-0.506	0.000	0.000	0.000	0.000	0.000	0.000	-0.754	0.000	0.429	0.000	-0.737	0.000	0.000	-0.442	0.000	0.000	0.000	0.985	0.000	0.297	0.000	0.000	0.000
19q	0.000	0.000	0.258	0.000	0.000	-0.539	0.000	0.458	-0.344	-0.853	0.000	0.000	-0.343	-0.543	-0.776	-0.446	0.000	0.000	-0.782	0.272	0.015	0.365	0.000	0.000	-0.798	0.000	0.000	-0.837	0.000	0.000	-0.617	0.945	-0.353	0.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.328	0.000	0.000	0.000	-0.624	-0.402	0.000	0.000	0.000	0.000	-0.338	0.000	-0.720	0.000	-0.450	0.343	0.000	-0.422	-1.015	0.580	-0.588	0.000	0.381	-0.252	-0.581	0.000	0.000	-0.444	-0.549	0.000	-0.699	0.000	0.000	0.478	-0.351	0.000	0.000	0.000	-0.324	-0.522	-0.593	0.281	-0.652	-0.633	-0.555	0.000	-0.445	-0.350	0.000	-0.480	0.000	-0.817	0.000	0.000	0.000	0.000	0.361	0.000	0.000	-0.754	0.000	1.205	-0.781	-0.737	0.000	0.000	0.000	0.000	0.000	0.000	0.260	-0.712	-0.506	0.000	0.000	0.000
20p	0.000	0.000	0.000	0.000	-0.805	0.872	-0.895	0.413	0.614	0.000	1.628	0.000	-0.478	0.587	0.930	0.382	-0.522	0.402	0.000	0.000	0.000	0.390	-0.629	-0.770	0.000	0.000	0.509	-0.810	0.522	0.000	0.567	0.000	0.477	0.842	0.000	0.000	0.000	0.000	0.260	0.000	-0.553	1.201	0.000	0.284	1.057	0.567	0.000	0.000	0.000	0.000	0.000	0.000	-0.899	0.469	0.294	0.393	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0.900	0.000	0.583	0.000	0.000	0.000	0.581	0.000	0.000	0.881	0.000	0.000	0.581	0.000	0.653	0.000	0.481	0.000	0.617	0.342	-0.269	0.000	0.000	0.536	0.487	0.672	0.000	0.216	0.000	0.873	-0.647	0.000	0.455	0.463	0.000	0.000	0.000	-0.736	0.138	1.214	0.000	0.927	0.709	0.000	0.000	0.000	-0.459	0.000	0.256	0.000	0.000	0.000	0.803	0.518
20q	0.000	0.000	0.000	0.264	0.000	0.872	0.000	0.815	0.614	0.768	1.628	0.000	0.908	0.000	0.930	0.701	0.000	0.402	0.000	0.000	0.338	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.522	0.000	0.567	0.000	0.941	1.160	0.000	0.000	0.000	0.000	0.260	0.000	0.000	0.611	0.000	0.284	1.057	0.567	0.000	0.000	0.000	0.000	0.000	0.393	0.000	1.146	0.294	0.393	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0.900	0.000	0.583	0.000	0.000	0.439	0.581	0.000	0.343	0.000	0.000	0.000	0.000	0.000	0.653	0.000	0.481	0.000	0.617	0.955	-0.269	0.000	0.000	0.536	0.000	0.672	0.000	0.990	0.000	0.873	0.000	0.865	0.455	0.402	0.922	0.000	0.000	0.000	-0.277	1.214	0.000	0.927	0.000	0.000	0.000	0.000	0.000	0.000	0.256	0.000	0.000	0.000	0.000	0.518
21p	0.000	-0.656	0.000	0.000	-0.731	0.000	0.000	0.000	0.000	-0.508	0.000	0.000	0.000	-0.607	-0.497	-0.492	0.000	-0.271	-0.474	0.000	-0.396	0.000	-0.554	-0.437	-0.436	-0.628	-0.558	-0.810	-0.439	-0.424	-0.732	0.000	0.000	0.000	-0.331	0.000	0.000	0.000	0.000	0.000	0.000	0.417	0.000	0.000	0.000	0.543	0.000	0.000	0.000	-0.303	0.452	0.000	-0.441	-0.272	0.000	0.000	0.000	-0.405	-0.623	0.000	0.000	0.865	0.000	0.000	0.000	-0.432	0.000	0.000	0.000	-0.673	0.000	-0.316	-0.806	0.000	0.000	-0.259	0.000	-0.078	0.000	0.000	0.000	0.000	-0.782	-0.684	-0.622	0.000	0.000	-0.337	0.000	0.000	0.000	0.000	0.995	-0.629	0.000	0.408	0.000	0.000	0.000	0.000	-0.533	-0.356	-0.488	0.000	0.000	0.000	-0.615	0.000	0.028	0.000	0.000	0.000	-0.621	0.000	-0.475	0.000	-0.353
21q	0.000	-0.656	0.000	0.000	-0.731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.607	0.000	0.000	0.000	0.000	0.000	0.000	-0.396	-0.381	-0.554	0.000	-0.436	-0.628	-0.558	-0.810	0.000	-0.424	0.000	0.000	0.000	0.000	-0.331	0.000	0.000	0.000	0.000	0.698	0.000	0.417	0.000	0.533	0.000	0.543	-0.455	0.000	0.000	-0.303	0.000	0.337	0.000	-0.272	0.000	0.000	0.000	-0.405	-0.623	-0.428	0.000	0.865	0.000	0.449	0.000	-0.432	0.000	0.000	0.000	-0.673	0.000	-0.316	0.000	0.000	0.000	0.000	0.000	-0.338	0.000	0.000	0.000	0.000	-0.315	-0.335	-0.622	0.000	0.000	-0.337	0.000	0.000	0.000	0.000	0.995	-0.629	0.000	0.408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	-0.621	0.000	0.000	0.000	-0.485
22p	0.000	-0.784	0.000	0.000	0.000	-0.285	-0.852	-0.387	-0.432	-0.897	-0.713	0.000	-0.414	-0.583	-0.831	-0.952	-0.600	0.000	-0.785	0.000	-0.412	-0.171	-0.623	-0.796	0.000	0.000	-0.339	-0.785	-0.458	0.000	0.000	0.000	0.583	0.691	0.000	0.000	0.000	0.056	0.000	0.000	-0.573	0.000	-0.712	-0.298	-0.273	-0.646	0.000	-0.300	0.000	-0.331	0.000	-0.259	-0.847	0.919	0.000	-0.539	-0.335	0.000	-0.569	-0.423	-0.786	0.000	0.000	-0.426	-0.468	-0.422	0.000	0.000	-0.325	-1.293	0.000	-0.546	0.000	0.000	-0.501	-0.695	-0.352	0.000	0.000	-0.368	0.000	-0.519	-0.378	-0.668	-0.582	0.000	-0.857	-0.408	-0.270	-0.670	-0.272	0.000	-0.714	0.000	0.000	-0.365	0.000	0.000	0.000	0.000	-0.773	-0.614	-0.308	-0.681	-0.822	0.000	-0.639	0.000	0.000	-0.388	0.000	-0.535	-0.696	0.000	0.000	-0.629	0.000
22q	0.000	-0.784	0.000	0.000	0.000	-0.285	-0.852	-0.387	-0.432	-0.897	-0.713	0.000	-0.414	-0.583	-0.831	-0.952	-0.600	0.000	-0.785	0.545	-0.412	-0.509	-0.623	-0.796	-0.633	0.000	0.000	-0.785	-0.458	0.000	0.000	-0.778	-0.259	0.000	-0.269	0.000	0.000	-0.495	0.000	0.000	0.000	0.000	-0.712	0.000	-0.273	-0.646	0.000	-0.300	0.000	-0.331	0.000	-0.259	-0.847	1.223	0.000	-0.539	-0.335	0.000	-0.569	-0.423	-0.786	0.000	0.000	0.000	-0.468	-0.422	0.000	0.000	-0.325	-1.293	0.000	-0.546	0.000	0.000	-0.501	-0.695	-0.352	0.000	0.000	-0.368	0.000	-0.519	-0.378	-0.668	-0.582	0.000	-0.857	-0.408	-0.270	-0.670	-0.272	0.000	-0.714	-0.611	-0.381	0.000	0.000	0.000	0.000	0.000	-0.773	-0.614	0.000	-0.681	-0.822	0.000	-0.639	-0.337	0.000	-0.388	0.000	-0.535	-0.696	0.000	-0.692	-0.629	0.000
Xp	0.000	0.000	0.000	0.000	-0.811	-1.293	0.000	-0.858	-1.071	-0.894	-0.729	-0.583	-0.899	-0.587	-0.855	-0.594	0.000	-0.668	0.000	0.000	-0.423	-0.867	-0.616	-0.825	-1.273	0.000	0.000	0.000	-0.542	-0.927	-0.603	0.000	0.016	-0.399	0.000	0.000	0.000	-0.399	0.000	-0.379	-0.548	-0.775	0.000	0.000	-0.576	0.000	-0.372	0.000	-0.502	-0.279	-0.398	-0.657	0.000	-0.531	-0.372	0.259	0.000	0.000	-0.582	-0.498	-0.786	-0.962	-0.401	0.000	-0.286	-0.418	-0.394	-0.425	-0.523	0.000	0.000	-0.741	0.000	0.000	-0.469	-0.639	0.000	-0.299	-0.350	-0.545	0.000	-0.256	-1.039	-0.329	-0.622	-0.597	-0.872	-0.275	0.701	-0.732	0.000	0.000	0.000	-0.676	-0.479	-0.578	0.000	-0.341	0.000	0.000	0.000	-0.662	-0.473	-0.743	-0.819	0.000	-0.636	-0.499	-0.629	-0.532	0.000	-0.633	0.000	0.000	-0.837	-0.327	-0.554
Xq	-0.257	0.698	0.000	0.000	-0.811	-1.293	0.000	-0.858	-1.071	-0.894	-0.729	-0.583	-0.899	-0.587	-0.855	-0.594	0.000	-0.668	0.000	0.000	-0.423	-0.867	-0.616	-0.825	-0.375	0.639	0.000	0.000	-0.542	-0.432	-0.603	0.000	-0.339	-0.399	0.000	0.259	0.000	-0.399	0.000	-0.396	-0.548	-0.775	0.000	0.000	0.000	0.000	-0.372	0.000	0.000	-0.279	0.000	-0.354	0.000	0.000	-0.372	-0.257	0.000	0.000	-0.582	-1.025	-0.786	-0.962	-0.401	0.371	-0.272	-0.418	-0.394	-0.425	0.000	0.000	0.000	-0.741	0.000	0.000	0.000	-0.639	0.000	-0.299	-0.350	-0.545	0.000	0.000	-1.039	-0.329	-0.622	0.524	-0.872	-0.275	0.701	-0.732	0.000	0.000	0.437	-0.676	-0.479	0.000	0.000	-0.341	0.000	0.000	-0.740	0.000	-0.473	0.000	0.000	0.000	-0.636	-0.499	-0.629	-0.532	0.000	-0.633	0.000	0.000	-0.837	-0.327	0.000
