"1p"	"1q"	"2p"	"2q"	"3p"	"3q"	"4p"	"4q"	"5p"	"5q"	"6p"	"6q"	"7p"	"7q"	"8p"	"8q"	"9p"	"9q"	"10p"	"10q"	"11p"	"11q"	"12p"	"12q"	"13q"	"14q"	"15q"	"16p"	"16q"	"17p"	"17q"	"18p"	"18q"	"19p"	"19q"	"20p"	"20q"	"21q"	"22q"	"Xp"	"Xq"
"TCGA.25.1315.01"	1.035	1.035	1.028	0	0	0	0	0	0	-1.098	0	0	0	1.1	-1.038	0	0.609	0	0	0	0	0	1.013	0	-1.293	0	-1.109	-1.123	-1.123	-1.137	-1.137	-1.095	-1.095	0.17	-1.163	0	0	0	-1.169	-0.209	-0.634
"TCGA.25.1316.01"	-0.707	2.019	0	0	0	0	-0.74	-0.74	0	0	-0.743	-0.743	0	0	0	0	-0.72	-0.72	0	0	0	0	0	0	0	0	-0.707	-0.688	-0.688	-0.684	-0.684	-0.722	-0.722	-0.647	-0.647	0	0	-0.708	-0.654	0	0
"TCGA.25.1317.01"	0.093	0.871	0.765	0.765	-0.281	0.782	-0.707	-0.707	-1.293	-1.293	0.794	-0.701	-0.752	-0.403	1.664	1.664	-0.755	-0.755	1.151	1.151	0	0	0	0	0	0.52	0	0	0	-0.482	-0.482	-0.679	-1.003	-0.336	0.74	2.103	2.103	0	-0.823	0	0
"TCGA.25.1318.01"	0.572	0.572	0.14	-0.262	0.269	0.269	-0.947	-0.947	1.051	0	0	-0.886	0	0	-1.293	-0.761	-0.455	-0.455	0	0.288	-0.761	0	0	0	-0.524	0	-0.883	-1.293	-1.293	-0.329	-0.329	0.746	0.746	0.514	0.514	0.931	0.931	-0.698	-0.744	0	0
"TCGA.25.1319.01"	0	0.672	0.593	0.593	0.604	0.604	0	0	1.391	0	0.587	0	0	0	-1.293	0	0.673	0	0	0	0	-1.293	0	0	-0.704	0	-0.717	-1.293	-1.293	0	0.545	0.568	0.568	3.657	2.86	0.665	0.665	1.372	-0.77	0.61	0.61
"TCGA.25.1320.01"	0	1.269	0	0	-0.362	1.439	0.427	0	-0.28	-0.28	-0.726	-0.726	0.779	0.779	0.474	0.474	0.07	-0.355	0.573	-0.32	-0.753	-0.753	-0.735	-0.337	0.384	-0.411	-0.792	-0.738	-0.738	-0.725	-0.725	-1.16	0	0	0	0.733	0.733	-0.444	-1.293	-0.375	0.506
"TCGA.25.1321.01"	0	0.66	-0.258	0.41	0.637	0.925	0.946	0	1.671	-0.572	-0.709	-0.709	-0.555	-0.036	-1.174	1.123	-1.085	-0.605	0.521	0.521	0.758	0	3.657	2.519	-0.546	-0.394	-0.317	0.367	0.367	0	0	0.789	-0.942	0.605	0.605	1.646	1.646	-1.293	-0.653	0	0
"TCGA.25.1322.01"	0	0	0	0	0	0	-1.071	-1.071	0.059	-1.09	-1.058	-1.058	0	0.798	-1.043	-0.237	0	0	1.171	0	0	0	0	0	0	0	-1.115	-1.086	-1.086	-1.004	-1.004	-1.097	-1.097	0	0	0.643	0.643	0	-1.148	0	0
"TCGA.25.1323.01"	0	0	0.76	0	1.662	3.072	-0.727	-0.727	-0.774	-0.774	0.465	-0.619	0.593	0.593	-1.153	0.441	-0.732	-0.732	-0.332	0.954	-0.535	0	1.217	0	1.132	-0.281	-0.766	-0.777	-0.777	-0.832	-0.326	0	-0.31	3.657	3.657	2.31	2.31	0.548	0	0	0
"TCGA.25.1329.01"	0.462	0.462	0.367	0.367	0.652	0.652	0	-0.682	1.13	0.501	-0.662	-0.662	0	0	1.327	2.891	0.573	0.573	1.192	-0.664	-0.726	-0.726	0	0	-0.273	0	-0.7	0	-1.227	-0.639	0	0	0	1.052	2.438	0.582	2.708	0.56	0.456	0.106	0.456
"TCGA.25.1623.01"	0	0	0.656	0.656	0.804	0.804	-0.948	-0.948	0.484	0	0	0	0.844	0.844	-0.278	0.723	0	0	0.963	0.963	3.657	3.657	0	0	0	0	-0.505	0	0	0	0	0.634	0	0	0	2.13	2.13	0.334	-0.829	0	0
"TCGA.25.1625.01"	0	0	0	0	0	0.93	0	-0.978	0	0	0	0	0	0	0.021	0.981	-0.869	0	-0.995	0	0	0.941	0	0	0	0	0	0	0	-0.948	-0.948	1.032	-0.983	0	0	0	0	-0.975	0	-0.3	-0.3
"TCGA.25.1626.01"	0.549	0.549	0.898	0.898	0	1.052	-0.29	-0.29	0	-0.309	0	0	0.458	0.458	-1.147	-0.297	-0.278	-0.278	0.39	0.39	0	0	1.028	0	0.292	-0.283	0	0	0	-0.266	-0.266	-0.325	-0.325	0	0.775	1.348	1.348	0.587	-0.283	0	0
"TCGA.25.1627.01"	0.9	0.9	0	0	0	1.163	-0.581	-0.581	0.52	0	3.657	0	0.531	0.531	-0.609	0.656	-0.98	-0.643	1.456	0	0	-0.913	2.995	0.961	-0.764	0	1.251	-0.259	-0.259	0	0	0	0	-0.294	-0.294	1.274	0.919	-0.29	0.357	0	0
"TCGA.25.1628.01"	0	0	0.533	0	0	0	-0.321	-0.321	0	0	-0.326	-0.326	0.509	0.509	1.315	1.315	0.456	0.456	1.058	0	0	0	0	0	-0.347	0	0	0	0	-0.285	-0.285	0.688	0	-0.312	-0.622	1.338	1.338	0.459	-1.233	0	0
"TCGA.25.1630.01"	0	0	0	0	0	1.242	0	-1.005	-0.379	-0.379	0	0	-0.465	-0.465	-0.481	-0.481	0	-0.447	0	0	-0.995	-0.995	1.776	0	0	0	0	0	0	-0.952	-0.952	-1.003	0	-0.413	-0.413	0	0	-0.987	0	0	0
"TCGA.25.1631.01"	0	0	0	0	0	0	-0.992	-0.992	0	0	0	0	0	0	-1.017	0	0	-0.964	0.475	-0.005	-0.931	0.456	0	0	-0.478	-0.415	-0.473	0	0	-0.891	-0.427	0	0	0	0	0.256	1.131	-0.306	-0.985	0	0
"TCGA.25.1632.01"	-0.279	-0.41	0	0	0	0	0	0	0	0	0	0	-0.933	-0.933	0.459	0.459	0	0	-0.404	-0.404	0	0	-0.881	-0.881	0	-0.404	-0.382	-0.896	-0.896	-0.827	-0.827	-1.293	-1.293	-0.753	-0.753	0	0	-0.418	-0.841	-0.62	0.269
"TCGA.25.1633.01"	-0.578	0	0	0	-0.583	0	-0.554	-0.554	-0.563	-0.563	0	0	-1.293	-1.293	-0.584	0	-0.49	-0.49	0	0	0	0	0	0	-0.594	0	-0.593	-0.377	-0.377	-0.594	-0.594	0	-1.292	-0.58	-0.58	0.635	0.635	-1.289	-1.293	-0.123	-0.583
"TCGA.25.1634.01"	-0.466	0.43	0.889	0.889	0.716	0.716	-0.964	-0.964	1.001	-0.955	0.567	-0.447	0	0	0	-0.426	-0.97	-0.97	0.765	0.436	-0.453	0	0.985	0.985	0	-0.478	-0.475	0	0	-0.477	-0.477	-0.483	-0.483	-0.476	-0.476	0.885	0.463	-0.514	-0.446	0	0
"TCGA.25.1635.01"	0	0	0	-0.545	0	0	0.072	-0.544	-0.563	-0.563	-0.554	0.377	-0.553	0	-1.293	0.798	0.807	0.807	0.766	-0.561	0	-0.54	0.704	0.704	-0.548	-0.545	0	-0.57	-0.57	-0.573	-0.573	0.787	0.787	-0.546	-0.546	0	0.676	-0.554	-0.574	0	0
"TCGA.25.1870.01"	0	0	0.364	0.364	-0.431	0.823	-0.171	-0.498	-0.072	-0.485	0.515	0	0.854	0.854	0	0	-1.003	-1.003	0	0	-0.839	-0.839	0.378	0.378	0.355	-0.507	0	-0.396	-0.396	-0.371	-0.371	0	0	-0.738	-0.738	0.883	0.883	0	-0.812	-1.293	-0.949
"TCGA.25.1871.01"	0	0.631	0	0	0	1.182	-0.842	-0.842	-0.771	-0.328	0.425	0.425	0.364	0.364	-0.838	-0.838	-1.247	-1.247	0.303	0	-0.391	-0.391	0.397	0.397	0	-0.45	-0.432	1.059	-0.367	-0.319	-0.319	0	0	-0.743	-0.3	0.987	0.987	-0.401	-1.293	-0.558	0.436
"TCGA.25.1877.01"	-0.273	0.838	1.074	0.212	1.556	1.556	0.5	0.212	0.724	0	2.861	0.585	0	0	0.193	0.193	-0.289	-0.289	0.607	0.607	0.346	0.612	0.206	-0.293	0	-0.282	0	0.241	-0.298	-0.306	0.24	-1.218	-1.218	3.381	-0.295	1.183	1.183	0.317	-0.324	0	0
"TCGA.25.1878.01"	0	0	0	0	0.794	0.794	0	0	3.657	-0.749	0.822	0	0	0.603	-1.015	1.582	1.114	0.217	0	0	0.422	0.422	0.606	0	-0.733	-0.712	0	0.302	-0.37	0	0	-0.486	-0.486	-0.557	-0.557	1.173	1.173	0	-0.548	-0.604	-0.604
"TCGA.25.2042.01"	0	0	0	0	0	0	-0.99	-0.985	0	0	0	-0.978	-0.969	-0.969	-0.989	0.869	0	0	-0.993	0	0	0	1.726	0	0.787	0	0	-0.987	-0.987	-0.963	0	-0.961	-0.961	-0.928	0	0	0	0	-0.961	-0.439	-0.439
"TCGA.25.2391.01"	0	0	0.788	0	0	0.66	0	-0.967	0	0	0	-0.905	-0.995	-0.995	0	0	0	0	0	0	0	0	0	0	-0.952	-0.273	0	-0.956	-0.956	-0.929	-0.929	0	0	-0.892	0	0	0	0	-0.961	0	0
"TCGA.25.2392.01"	0.591	0.591	-0.396	-0.396	0.621	0	0.43	-0.299	0.5	-0.733	0.369	0.104	-0.259	-0.259	1.367	2.552	-1.293	-1.293	0	0	-1.007	-0.646	1.374	0.961	-1.123	0	0	-0.296	-0.296	0	0	-0.279	-0.279	-0.456	-0.456	-1.184	0.348	0	0	-0.559	-0.559
"TCGA.25.2393.01"	0	0	1.077	0	0	0	0	0	0	0	0	0	0	0	-1.293	0	-0.604	-0.604	0	0	-0.611	-0.611	0.583	0	-0.641	-0.61	-0.594	-1.293	-1.293	-0.584	-0.584	-0.627	-0.627	-0.5	-0.5	0	0	0.497	-1.246	0	0
"TCGA.25.2396.01"	-0.692	0.659	0	0	0	1.318	0.668	0.668	-0.258	-1.293	0	0	-0.724	-0.464	-0.67	0	0.927	0	0	0	0	0	0.663	0	-0.698	0	-0.682	-0.688	-0.688	-1.293	-1.293	0	0	3.657	3.657	1.475	1.475	-0.656	0	-0.407	-0.407
"TCGA.25.2397.01"	0	0	0	0	0	0	0	0	0.936	0	0.624	-0.871	0	0	-0.906	0	0	0	0	0	-0.887	0	-0.939	-0.939	-0.878	0	0	-0.957	-0.957	0	-0.888	0	0.768	0	0	0	0	0	-0.89	-0.238	0.453
"TCGA.25.2398.01"	-0.475	-0.475	0.475	0	0.373	0.912	0	-0.463	1.916	0.938	0.325	-0.999	0	0.97	0.797	0.797	0	-0.464	0.447	0	0	0	0.467	0.467	0.387	0	0	-0.514	-0.514	0	-0.422	-0.36	0	0	0	1.078	1.078	0	-0.945	-0.332	0.308
"TCGA.25.2399.01"	0	0	0	0	0	0	0	0	0	0	-0.305	-0.305	-0.811	0	-0.881	0.893	-0.728	-0.728	-0.316	-0.316	0	0	0	0	-0.964	0	0	0	-0.953	-0.928	-0.928	0	0	1.055	-0.889	0	0	0	-0.929	0	0
"TCGA.25.2400.01"	-0.26	0	3.657	0	0.831	0.831	-0.759	-0.759	-0.715	-0.715	0.592	0.592	0.382	0.738	-0.586	0	-0.337	-0.337	0	0	0	0	1.779	0	-0.677	-0.289	0	-0.817	-0.817	-0.326	-0.326	0.353	0.353	0.777	-0.908	0.945	0.945	0	-0.858	0.071	0.418
"TCGA.25.2401.01"	0	0	0	0	0	0	0	0	0	0	0.714	0	0	0.851	0.755	0.755	-0.871	0	0	0	0	0	0	0	-0.865	0.417	0	-0.758	-0.758	-0.849	0	0.714	-0.117	0	0.771	0	0	0.722	-0.865	0	0
"TCGA.25.2404.01"	0	0	0	0	0	0.423	-0.492	-0.492	0	-0.412	0.785	0.785	0	0	-1.293	2.524	0.628	0.628	0	0.886	0	0	-0.71	0	-0.7	-0.663	-0.593	-0.761	-0.761	-0.723	-0.723	-0.693	-0.105	-0.623	0	1.371	1.371	0	-0.692	0	0
"TCGA.25.2408.01"	-1.028	-0.098	0	0	0	0	0	-0.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881	0	0	0	0	0	0	0	0	0	0.904	0.904	0	-1.046	0	0
"TCGA.29.1688.01"	1.067	1.067	-0.451	-0.451	0	0	-0.966	-0.966	0.867	0	-0.981	-0.981	0	0	0	1.072	0	0	-0.347	0	-0.972	-0.972	-0.975	-0.975	0	0	0	-0.966	0	-1.034	-1.034	0	0	0	0	0.995	0.995	0	0	0	0
"TCGA.29.1690.01"	-0.022	0.961	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0.93	0	0	0	0	0	0	0.934	0.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TCGA.29.1691.01"	0	0	0	0	0	0	0.766	0.766	0.806	-0.393	0.257	0.257	-0.633	-0.633	0.699	0.699	0	1.291	1.43	-0.498	0.732	0	0	0	0	-0.621	0	0	-0.54	-0.628	-0.628	0	0	-0.667	1.048	0.389	0.389	-0.592	0	0.391	0.391
"TCGA.29.1692.01"	0	0	1.283	0	0	1.218	-0.457	-0.457	1.561	0	0.158	-0.475	0	0.802	-1.236	0	0	0	0	0	-0.553	-0.553	1.049	-0.109	-1.139	0.778	-0.571	0	0	-0.55	-0.55	0	0	0	0	0	0	-0.537	-0.603	0	0
"TCGA.29.1693.01"	0	0	-0.433	-0.433	-0.962	0	0	0	0	0	0	0	0	0	-0.467	1.392	-0.952	-0.952	0.855	0	0	0	0	0	-0.929	-0.316	-0.406	-0.408	-0.943	-0.972	0.566	0	0	0	0	-0.975	0.229	0	-0.419	-0.649	-0.649
"TCGA.29.1694.01"	0	0	0	0	0	0	-1.004	0	0	0	-1.009	-1.009	0	0	0.092	1.461	-1.002	-0.478	0	0	0	0	0	-0.997	-0.317	-0.997	0	0	0	-0.961	-0.961	-0.982	-0.982	0	-0.937	0	0	0	-0.996	-0.279	-0.279
"TCGA.29.1695.01"	0	1.633	0.512	0.512	0	0	-0.733	-0.733	0.316	-0.719	2.191	2.191	0.469	1.15	-1.293	0.585	-0.711	-0.711	0.471	0	-0.718	-0.435	2.247	0.516	0.452	-0.715	-0.714	0	-0.719	-0.667	-0.374	0.562	0.562	1.193	1.193	1.971	0	-1.293	-0.666	0	0
"TCGA.29.1696.01"	0	0	0	0.886	0	0	0	0	0	-1.005	0	0	0	0	1.847	1.847	0	0	0	0	-0.966	-0.966	0	0	-1.015	0	0	0	-1.005	-0.988	-0.988	0	-1.021	0	0	0	0	0	-0.987	-0.393	-0.393
"TCGA.29.1697.01"	0	0	0	0	0	0.981	-0.932	-0.932	0	0	-0.909	-0.909	0	0	-0.977	0	0	0	-0.965	0	-0.974	-0.974	0	0	-0.959	-0.993	0	-0.957	-0.957	-0.945	-0.945	-0.947	-0.947	-0.957	-0.957	0	0	0	-0.959	-0.342	-0.342
"TCGA.29.1698.01"	0.374	0	1.292	0.298	0.31	2.065	-0.605	-0.956	0	0	0.514	0.514	2.198	0.395	-0.996	0.776	0	0	0	0	0	0	1.997	0.751	-0.856	-0.958	-0.767	0	-0.884	0	0	0	0	3.657	0	0.992	1.341	0	-0.596	0	0
"TCGA.29.1699.01"	0	0	0	0	-0.296	-0.296	-0.262	-0.262	0	0	0	0	0.999	0.999	-0.051	0.275	-0.659	-0.659	-0.353	-0.353	0	0	0.469	0	-0.959	0	-0.596	-0.582	-0.582	-0.524	0.639	0	0	-0.958	-1.293	0.59	1.01	-0.396	0.285	-0.558	0.296
"TCGA.29.1701.01"	0.536	0.536	0.493	-0.246	0.543	0.854	-0.289	0.299	0	-0.677	0	0	-0.765	-0.308	-0.797	1.28	0	0	2.245	0	0.901	0.901	0	0	0	0.269	-0.748	-0.643	-0.643	-0.718	-0.718	-0.743	-0.743	-0.783	1.022	0.256	1.074	0.459	-0.753	0	0
"TCGA.29.1702.01"	0.471	0.926	0.903	0	0	0.435	0	0.338	-0.694	-0.694	1.156	1.156	-1.293	-1.293	2.364	3.657	-0.706	-0.706	1.198	0.745	-0.71	1.106	0.522	-0.775	-0.257	0.279	-0.684	0	-0.666	0	0	0	-0.613	0.426	0	-0.647	-0.303	0	-1.293	-1.293	-0.661
"TCGA.29.1703.01"	0	0	0	0	0	1.186	0	0	0	0	-0.611	0	-0.637	-0.637	-1.293	3.657	0	0	0.681	-0.607	-0.6	-0.6	-1.244	-1.244	-0.643	0	-0.6	-1.275	-1.275	-0.593	-0.593	-0.61	-0.61	0.633	-0.522	0.566	0.566	0	-0.591	-0.582	-0.582
"TCGA.29.1704.01"	0	0	0	0	0	2.979	0	-0.922	0	0	0	-1.041	0	0	-1.044	0	0.983	0	0	0	0	0	0	0	0	0	0	-1.077	-1.077	-1.063	0	-1.034	-1.034	0	0	0	0	-1.051	0	-0.425	-0.425
"TCGA.29.1705.01"	-0.459	-0.459	0	0	0.254	0.254	-0.852	-0.852	0	-0.897	0	-0.942	0	0	-1.013	1.001	-0.969	-0.087	0	0	0	-0.782	0	0	0	-0.931	0	0	0	-1.07	-1.07	0	1.044	-1.061	-1.061	0	0.763	-0.316	0	-0.26	-0.26
"TCGA.29.1707.01"	0.33	-0.072	0	0	0	0	0	0	0.979	0	-0.878	-0.878	0.95	1.76	-0.88	0	-0.636	0	0	0	0	0	0	0	-0.897	-0.87	-0.872	0	0	-1.293	-1.293	-0.367	-0.367	-0.786	-0.786	0	1.575	0.376	-0.872	0	0
"TCGA.29.1710.01"	0	0.805	0	0	0.644	1.078	0	0	0	0	0.436	0	0.367	0	-0.401	0	-0.423	-0.423	0	0	0	0	0.408	0	0	-0.423	-0.42	0	0	0	0	0	0	-0.407	-0.407	0.363	0.363	0	0	-0.037	0.295
"TCGA.29.1711.01"	0	0.433	0	0	0	0	1.029	0	-1.056	-1.056	0	0	-0.567	0	-1.006	0	0	0	0	0	-1.043	-1.043	-1.028	-1.028	0	0	-1.043	-1.069	0	-1.048	0	0.992	0	0.99	0	-1.065	-0.027	-1.293	-1.037	0	0
"TCGA.29.1761.01"	0	0	0	0	0.022	0.387	0	-0.616	1.138	0	0	0.312	-0.404	-0.074	-1.273	0	0	-0.439	-0.524	-0.524	-0.262	-0.262	2.692	0.256	0	-0.316	-0.959	0	-0.32	-0.426	-0.426	0	0	0.261	-0.563	0.528	0.861	-1.293	-0.436	-0.5	-0.5
"TCGA.29.1762.01"	0	0	0	0	0	0	-0.935	-0.935	-0.957	-0.957	0	-0.94	0	0	-0.926	0	0.247	-0.395	0	0	-0.93	0	0	0	-0.931	0	-0.846	-0.97	-0.97	-0.937	-0.937	-0.943	-0.943	0	0	0	0	0.606	-0.964	-0.391	-0.391
"TCGA.29.1763.01"	-0.415	-0.415	-0.5	-0.5	-0.508	-0.508	-0.606	-0.606	0.714	0	0.54	-0.483	0.252	-0.139	0	0	1.77	-0.476	0	-0.512	-0.527	0	0.947	0.515	-0.578	-0.52	-0.496	0	-0.661	0.287	-0.159	-0.497	-0.497	-0.397	0	0.993	0.993	-0.528	-0.444	0	0
"TCGA.29.1764.01"	1.157	0.703	0.388	0.388	-0.795	0.597	-0.269	-0.269	0.062	-0.84	0.835	-0.167	0	1.011	-0.632	0.263	0	-0.39	0	-0.328	-0.258	0	0	0	-0.835	0	-0.815	-0.604	-0.604	-0.736	-0.736	-0.323	-0.323	0	0	0.334	0.334	0.316	0	-0.712	0
"TCGA.29.1766.01"	1.009	1.009	0	0	0	1.476	0	0	2.022	-0.565	0	-0.512	-0.577	-0.577	-1.11	0.774	-0.581	-0.581	0.997	-0.381	0	0	0.926	0.313	-0.535	0	-0.522	-0.595	-0.595	0	0	0	0	0	0	1.128	1.128	0.282	-0.566	0.568	0.171
"TCGA.29.1768.01"	-1.043	-1.043	0	0	0	0	-1.025	0	1.042	0	1.051	-1.053	0	0	-1.07	1.051	1.075	0	-1.074	0	0	0	2.179	1.178	-1.048	0	0	0	-1.082	-1.08	0	-1.076	-1.076	0	0	0.758	0	0	1.026	0	0
"TCGA.29.1769.01"	0	0	0	0	0	0	0	-0.859	0	-0.904	0	0	-0.513	0	0	0	0	0	-0.351	-0.351	-0.792	-0.792	0.72	0	0	-0.876	-0.866	-0.336	-0.336	-0.74	-0.74	0	-0.899	-0.787	-0.787	0	0	-0.879	-0.826	0	0
"TCGA.29.1770.01"	0	0	-1.293	-1.293	0.935	1.641	0	0	3.287	0	0.922	-1.293	0	0	-0.53	0.17	-0.458	-0.458	0	-0.585	-0.271	-0.271	-0.561	0	0.261	0	-0.466	0	0	-0.466	-0.466	-0.788	-0.788	0.602	0.602	0.602	0.602	-0.51	1.089	0	0
"TCGA.29.1771.01"	0	0	0	0	0	0	0	0	0	0	-1.052	-1.052	0	0	0	0	-0.272	-0.272	0	0	0	0	0	0	-1.034	-0.957	0	-0.374	-0.374	-0.903	-0.903	0	0	-0.725	-0.725	0	0	0	0	0	0
"TCGA.29.1774.01"	0	0.717	0.58	-0.267	0	0	0	0	2.848	0	0.484	0.484	0	0	-0.605	-0.605	-0.518	-0.937	0	0	0.324	0.324	0.74	0.74	0	0	-0.518	0.571	0.945	0	0	0	0	-0.862	0.204	0	2.01	-1.293	-0.913	0	0
"TCGA.29.1775.01"	0.422	0.422	0.368	0.368	0	0.405	0.485	0.485	0	-0.619	-0.672	-0.672	0.791	0.791	-0.613	-0.613	-1.293	0	0.565	0.079	0.575	0	1.021	-0.68	-0.603	0	0	0	0	-0.641	-0.641	-0.647	-0.647	0.289	0.924	0.479	0.479	-0.659	-0.693	-0.329	-0.329
"TCGA.29.1776.01"	0	0	0	0	0	0.876	0	-0.965	0	0	0	0	-0.905	-0.905	0.98	1.984	0	0	0	0	0	0.911	-0.965	-0.965	-0.974	0	0.902	0	0	-0.969	-0.969	0	0	-0.887	0	0	0	0	-0.981	0	-0.787
"TCGA.29.1777.01"	0.276	0.276	0	0	-0.855	-0.855	-0.839	-0.839	0	0	0	0	0	0.926	-0.947	0	0	-0.85	0.851	0	-0.872	-0.872	0.737	0	0	0	-0.647	-0.808	-0.808	-0.835	-0.835	-0.87	-0.87	0	0	0	0	0	0	-0.385	-0.385
"TCGA.29.1778.01"	0	0.562	0.661	0	1.211	0.779	0	0	-0.609	-0.609	0.922	0.441	0.948	0.948	0	0.943	0	0	3.657	-0.538	0	-0.517	1.013	0.426	-1.293	0	-0.6	0	0	-0.5	-0.5	0.998	0.998	2.601	-0.698	0.444	0.444	2.276	-0.596	0.135	0.683
"TCGA.29.1781.01"	0	0	0	0	0	0	-0.985	-0.985	0	0	-0.992	-0.992	-1.007	-1.007	0	1.84	0	-1.005	0	0	-0.441	-0.997	0	0	-0.988	0	0	-1.027	-1.027	-0.976	-0.976	0	-1.013	0	0	-1.051	-1.051	0	0	-0.444	-0.444
"TCGA.29.1783.01"	0.742	0.376	0	0	0.586	0.586	-0.461	-0.461	-0.649	-0.649	0	0	0.456	0.456	-1.293	0.613	-0.669	-0.669	0.46	0.46	0.118	0.505	0.837	0.837	0.945	0	-0.258	-0.617	-0.617	-0.664	-0.664	-0.498	-0.498	1.175	-0.583	1.382	1.382	0	-0.644	0	0
"TCGA.29.1784.01"	1.184	1.184	0.274	0	0	0.479	-0.666	-0.666	-0.127	-1.293	-0.663	-0.663	0	0	-1.272	1.861	0.345	0.345	0	0	0	-0.67	0.463	0	-1.293	0	-0.618	0.571	-0.163	-0.682	-0.682	0	0.314	0	0	0.904	1.738	-0.414	0	-0.316	0.122
"TCGA.29.1785.01"	0	0	0	0	0	0	0	0	0	0	0	-1.018	0	-1.045	1.02	1.02	0	0	0.988	0	0	0	0	0	0	-1.037	0	-1.04	-1.04	-1.293	-1.293	0	0	0	0	0	0	-0.453	-0.994	0	0
"TCGA.29.2425.01"	0.369	0.369	0.283	0.283	0.485	0.485	0	0	0.505	0	2.016	1.457	0	0	0.34	0.34	-0.589	0	0.357	0.357	0	0	0.545	0.545	0.333	0.323	0	0	0	-0.647	-0.647	0.33	0	0	0	0.828	0.828	-0.701	0.683	0	0
"TCGA.29.2427.01"	0	0	0	0	-0.986	0	0	0	0	0	0	-0.96	0	0	0	0.883	0	0	0	0	0	0	-0.441	-0.896	-0.929	-0.962	0	0	0	-0.925	-0.925	-0.968	-0.968	-0.78	-0.78	0	0	-0.938	0	0	0
"TCGA.29.2428.01"	0	0	0	0	0.625	0.625	-0.651	-0.651	-0.032	-0.631	-0.655	-0.655	0.571	0.571	-0.611	-0.005	0	0	0.577	0.577	0	-0.566	0.58	0.58	1.145	0.607	-0.661	-0.636	-0.636	-0.641	0	-0.648	-0.648	-0.612	-0.066	0.572	0.572	0.555	-0.634	0	0
"TCGA.29.2429.01"	0	0	0.646	0.646	0	0.809	0	0	0	0	0.47	0	0.685	0.685	-0.906	0	0	0	0	0	0	0.455	0	0	0.354	0	0	0	0	0.65	0	0	0	3.657	3.657	3.183	1.685	0	0	0	0
"TCGA.29.2431.01"	0	0	0	0	0.587	0.587	-0.283	-0.283	0	-0.618	0	0	-0.637	-0.637	0.643	0.643	-1.28	0	0	0	-0.603	0	0.619	0.619	-0.636	0	0	-1.293	-1.293	-0.65	-0.65	0	0	0	0	1.103	2.017	0	-1.293	0	0
"TCGA.29.2432.01"	0.473	1.032	0	0	0	0.939	0.371	0.371	1.31	0.811	1.279	-0.415	0.808	0.808	-0.178	0.545	0	0	0.576	0.576	0	0	0	-0.505	-0.714	0	0	0.813	-0.631	-0.696	0.399	0.408	0.408	3.045	3.657	0	0	0	-0.363	-0.424	-0.424
"TCGA.29.2434.01"	0	0.603	0	0	0.878	1.574	-0.523	-0.523	0	0	0	0	0.551	0.551	-1.277	0	-0.572	-0.572	-0.598	-0.598	-0.553	-0.553	0	0	0	-0.6	0	0	0	0	0	0.002	-0.592	0.686	0.686	-0.619	0	-0.56	0	-0.912	0
"TCGA.29.2436.01"	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0	1.733	-0.957	0	0.345	0.345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.975	0.842	0	-0.959	0	0
"TCGA.29.A5NZ.01"	0	0	0.54	0	0	1.025	0.487	0	0	0	0.988	0	0.532	0.532	0	0.456	0	0	1.059	0.581	0	0.498	1.065	0.503	0	-0.605	0	0.554	0.051	0	0	-0.614	-0.614	0.524	0.524	0.565	0.565	-0.598	-0.618	-0.402	0.378
"TCGA.30.1714.01"	0.66	0.66	0.517	0.517	0	0	-0.72	-0.72	0	0	-0.812	-0.423	0	0	0.658	1.223	-0.704	-0.704	-0.656	-0.656	0	0	0	0	0.607	-0.005	-0.654	-1.293	-1.293	-1.293	-0.717	-0.693	-0.693	0.886	2.826	0.704	0.704	-1.293	-1.293	0	0
"TCGA.30.1718.01"	0.982	0.982	0.381	0.381	0.558	0.558	0.72	0	0.839	-0.948	0.105	-0.383	-0.474	0	0	0	-0.424	0	0.913	0	0	0.31	-0.322	-0.322	0.762	-0.725	-1.066	-0.597	-0.343	-0.634	-0.634	-0.304	-0.304	0	0.506	1.168	1.858	-0.517	0	0	0.29
"TCGA.30.1853.01"	-0.487	-0.183	-0.218	-0.522	0	0.304	-0.5	-0.5	0.265	0.265	-1.008	-1.293	0.582	1.136	0.787	0.787	-0.519	-0.519	0.334	0.334	-0.49	-0.192	-0.17	-0.515	0.342	0.334	0.332	-0.525	-0.525	-1.293	-1.293	0.311	-0.724	-1.245	-1.245	-0.506	-0.24	-1.293	-1.293	0	0
"TCGA.30.1855.01"	0	0	0.4	0	-0.548	-0.548	0.745	0	-0.562	-0.562	-0.364	-0.364	-0.389	-0.389	-0.571	-0.21	0	0	-0.596	-0.596	0	0	0	0	0	-0.495	-0.326	-0.436	-0.436	-0.505	0.542	-0.273	-0.273	0	0	0	0	-0.585	-0.542	-0.435	-0.435
