sample,cval,dipLogR_flag,n_alternative_dipLogR,wgd,fga,n_dip_bal_segs,frac_dip_bal_segs,n_dip_imbal_segs,frac_dip_imbal_segs,n_amps,n_homdels,frac_homdels,n_homdels_clonal,frac_homdels_clonal,n_cn_states,n_segs,n_cnlr_clusters,n_lcn_na,n_loh,frac_loh,n_segs_subclonal,frac_segs_subclonal,n_segs_below_dipLogR,frac_below_dipLogR,n_segs_balanced_odd_tcn,frac_balanced_odd_tcn,n_segs_imbalanced_diploid_cn,frac_imbalanced_diploid_cn,n_segs_lcn_greater_mcn,frac_lcn_greater_mcn,n_snps,n_het_snps,frac_het_snps,n_snps_with_300x_in_tumor,n_het_snps_with_300x_in_tumor,n_het_snps_hom_in_tumor_1pct,n_het_snps_hom_in_tumor_5pct,frac_het_snps_hom_in_tumor_1pct,frac_het_snps_hom_in_tumor_5pct,mean_cnlr_residual,sd_cnlr_residual,n_segs_discordant_tcn,frac_discordant_tcn,n_segs_discordant_lcn,frac_discordant_lcn,n_segs_discordant_both,frac_discordant_both,n_segs_icn_cnlor_discordant,frac_icn_cnlor_discordant,mafr_median_all,mafr_median_clonal,mafr_n_gt_1
MDL17-5120,50,FALSE,0,FALSE,0.91,12,0.033,3,0.00028,0,9,0.00027,9,0.00027,21,895,45,525,176,0.14,239,0.38,90,0.053,35,0.07,52,0.098,215,0.22,324754,14258,0.044,11112,651,9396,8283,0.66,0.58,-0.048,0.54,193,0.14,9e+08,0.7,73,0.1,60,0.098,2.8,3.7,565
MDL17-5335,100,FALSE,0,FALSE,0.82,5,0.0032,0,0,1,6,0.00066,4,0.00027,15,388,39,133,87,0.073,78,0.21,106,0.095,51,0.2,94,0.19,84,0.23,324746,14262,0.044,6351,309,9264,7426,0.65,0.52,-0.036,0.64,150,0.37,1.4e+09,0.87,79,0.3,112,0.21,1.3,1.9,203
MDL17-5335,50,FALSE,0,FALSE,0.94,10,0.0036,6,0.00097,3,25,0.0041,19,0.0033,18,1285,47,692,378,0.18,253,0.22,358,0.097,127,0.19,121,0.099,265,0.19,324746,14262,0.044,6351,309,9264,7426,0.65,0.52,-0.033,0.63,441,0.37,7.5e+08,0.65,167,0.23,180,0.12,1.4,2.4,676
MDL17-681,100,FALSE,0,TRUE,0.49,4,0.0014,1,8.1e-05,0,4,0.00062,4,0.00062,21,258,31,73,76,0.16,52,0.096,20,0.019,15,0.062,48,0.48,79,0.16,324692,14254,0.044,5682,277,9363,7286,0.66,0.51,-0.11,0.77,52,0.12,1.5e+09,0.76,10,0.023,54,0.48,1.4,2.1,141
MDL17-681,50,FALSE,0,FALSE,0.99,2,0.00095,2,0.00026,0,4,0.00062,4,0.00062,19,1026,41,657,168,0.13,315,0.29,103,0.032,41,0.043,71,0.19,183,0.16,324692,14254,0.044,5682,277,9363,7286,0.66,0.51,-0.11,0.75,338,0.32,8.5e+08,0.7,76,0.13,80,0.19,1.6,2.5,554
MDL17-682,100,FALSE,0,TRUE,0.75,1,0.00033,0,0,0,4,0.00025,3,0.00015,19,297,32,105,39,0.057,68,0.33,34,0.027,31,0.2,29,0.046,104,0.27,324707,14255,0.044,3867,189,9296,7071,0.65,0.5,-0.095,0.76,47,0.13,1.4e+09,0.87,37,0.21,33,0.047,1.6,1.8,164
MDL17-682,50,FALSE,0,FALSE,0.98,15,0.0075,1,0.00013,0,6,0.00031,4,0.00019,19,1060,43,698,178,0.16,252,0.28,126,0.033,76,0.18,48,0.033,185,0.2,324707,14255,0.044,3867,189,9296,7071,0.65,0.5,-0.092,0.75,135,0.11,6.8e+08,0.61,53,0.14,57,0.035,1.8,2.6,605
MDL17-911,100,FALSE,0,FALSE,0.54,12,0.13,22,0.11,0,4,0.0069,4,0.0069,12,195,32,40,90,0.27,35,0.086,61,0.083,5,0.0025,43,0.49,72,0.24,324657,14256,0.044,2193,119,9230,6963,0.65,0.49,-0.12,0.76,65,0.48,1.5e+09,0.69,32,0.43,50,0.5,2,3.1,118
MDL17-911,50,FALSE,0,FALSE,0.84,19,0.049,33,0.042,0,10,0.0074,10,0.0074,15,768,43,382,206,0.17,124,0.11,224,0.14,19,0.091,113,0.17,186,0.23,324657,14256,0.044,2193,119,9230,6963,0.65,0.49,-0.12,0.75,122,0.3,7.8e+08,0.62,58,0.26,128,0.18,2.7,3.6,500
MDL18-1257,100,FALSE,0,FALSE,0.49,26,0.056,8,0.0066,0,13,0.0046,9,0.004,10,308,30,64,99,0.13,29,0.086,144,0.28,28,0.029,117,0.5,84,0.13,324713,14255,0.044,6775,311,9280,7751,0.65,0.54,-0.049,0.63,113,0.4,1.7e+09,0.89,92,0.56,158,0.53,1.4,2,170
MDL18-1257,50,FALSE,0,FALSE,0.69,25,0.023,1,5.6e-05,0,22,0.0067,15,0.0056,13,1125,42,441,401,0.17,142,0.084,603,0.29,100,0.048,241,0.31,264,0.092,324713,14255,0.044,6775,311,9280,7751,0.65,0.54,-0.048,0.62,303,0.28,1.1e+09,0.79,251,0.48,334,0.34,1.8,2.5,617
MDL18-1935,100,FALSE,0,TRUE,0.67,0,0,2,0.00017,0,1,0.0038,1,0.0038,19,255,31,81,80,0.18,53,0.1,8,0.0075,16,0.073,43,0.34,80,0.22,324637,14244,0.044,2331,98,7717,6619,0.54,0.46,-0.12,0.85,63,0.13,1.3e+09,0.71,20,0.023,45,0.34,2.3,2.9,152
MDL18-1935,50,FALSE,0,FALSE,1,0,0,2,6.1e-05,1,3,0.0039,3,0.0039,19,941,42,596,166,0.14,209,0.14,52,0.012,44,0.061,72,0.14,163,0.13,324637,14244,0.044,2331,98,7717,6619,0.54,0.46,-0.12,0.84,182,0.14,6.1e+08,0.59,63,0.14,79,0.15,2.3,3.4,554
MDL18-2281,100,FALSE,0,TRUE,0.78,3,0.0024,1,6.2e-05,3,2,5.7e-05,2,5.7e-05,27,356,40,134,70,0.15,81,0.21,17,0.0079,42,0.16,39,0.17,105,0.23,324638,14255,0.044,6281,227,9329,6767,0.65,0.47,-0.068,0.78,102,0.22,1.3e+09,0.74,34,0.068,45,0.17,1.7,1.7,201
MDL18-2281,50,FALSE,0,FALSE,0.99,3,0.00025,4,0.00072,4,3,6.1e-05,2,5.7e-05,23,1239,44,874,127,0.085,159,0.11,102,0.02,117,0.19,66,0.069,207,0.18,324638,14255,0.044,6281,227,9329,6767,0.65,0.47,-0.064,0.76,133,0.11,6.1e+08,0.71,59,0.16,74,0.071,1.5,2.3,661
MDL18-2288,100,TRUE,0,TRUE,1,0,0,0,0,6,5,0.00031,4,0.00015,28,204,43,85,75,0.31,29,0.1,11,0.0088,32,0.24,1,0.00053,93,0.48,324550,14257,0.044,7018,339,9808,7436,0.69,0.52,-0.12,0.79,35,0.22,3.8e+08,0.25,14,0.18,4,0.001,2.3,3.1,124
MDL18-2288,50,TRUE,0,FALSE,1,0,0,1,2.6e-05,20,5,0.00031,4,0.00015,41,799,56,478,231,0.28,48,0.044,21,0.0099,64,0.24,15,0.011,258,0.38,324550,14257,0.044,7018,339,9808,7436,0.69,0.52,-0.11,0.78,111,0.16,3e+08,0.26,29,0.11,18,0.011,3.8,4.3,568
MDL18-2673,100,FALSE,0,FALSE,0.83,4,0.031,10,0.028,0,12,0.011,7,0.0069,13,325,48,73,201,0.54,26,0.031,212,0.68,30,0.13,36,0.18,186,0.55,324850,14264,0.044,10317,621,6633,7272,0.47,0.51,-0.071,0.64,76,0.26,6.1e+08,0.29,36,0.21,65,0.29,2.9,3.6,203
MDL18-2673,50,FALSE,0,FALSE,0.91,3,0.0032,17,0.02,0,14,0.0098,7,0.007,16,1080,61,452,526,0.46,123,0.061,758,0.71,69,0.16,75,0.1,441,0.43,324850,14264,0.044,10317,621,6633,7272,0.47,0.51,-0.069,0.64,139,0.14,3.2e+08,0.2,78,0.18,137,0.24,4.2,4.3,740
MDL18-3105,100,TRUE,0,TRUE,0.99,0,0,1,0.0019,1,4,6.6e-05,4,6.6e-05,32,271,31,88,54,0.11,55,0.26,5,8.1e-05,16,0.085,23,0.061,102,0.36,324777,14259,0.044,9049,449,9445,8026,0.66,0.56,-0.052,0.62,129,0.54,1.2e+09,0.7,47,0.43,28,0.063,1.8,1.1,146
MDL18-3105,50,TRUE,0,FALSE,1,0,0,0,0,4,3,4.8e-05,3,4.8e-05,31,975,46,611,104,0.093,149,0.13,11,0.0089,55,0.12,68,0.11,194,0.17,324777,14259,0.044,9049,449,9445,8026,0.66,0.56,-0.05,0.61,314,0.4,7.8e+08,0.74,127,0.48,70,0.11,2.1,2.1,561
MDL18-337,100,FALSE,0,TRUE,0.65,2,5e-04,5,0.0016,2,12,0.004,12,0.004,24,271,33,57,77,0.16,43,0.13,19,0.0059,35,0.19,82,0.49,64,0.15,324746,14258,0.044,5222,262,9340,7423,0.66,0.52,-0.081,0.72,136,0.34,1.8e+09,0.82,80,0.32,109,0.51,1.6,1.7,151
MDL18-337,50,FALSE,0,FALSE,0.99,0,0,3,0.00035,1,5,0.00073,5,0.00073,19,1007,49,590,145,0.067,285,0.37,61,0.0083,41,0.041,107,0.15,131,0.051,324746,14258,0.044,5222,262,9340,7423,0.66,0.52,-0.077,0.71,373,0.21,9.8e+08,0.83,115,0.24,139,0.16,1.9,2.3,561
MDL18-339,100,FALSE,0,TRUE,0.84,5,0.0024,0,0,1,1,3.2e-05,1,3.2e-05,18,272,37,75,124,0.35,94,0.44,20,0.0091,12,0.069,22,0.022,101,0.36,324663,14263,0.044,498,15,8918,6353,0.63,0.45,-0.088,0.79,76,0.17,8.5e+08,0.48,17,0.048,24,0.024,1.9,3,164
MDL18-339,50,FALSE,0,FALSE,1,3,0.00076,1,0.00011,2,9,0.002,7,0.0019,19,1064,51,681,191,0.14,303,0.26,97,0.019,55,0.11,21,0.0095,228,0.23,324663,14263,0.044,498,15,8918,6353,0.63,0.45,-0.085,0.78,232,0.22,6e+08,0.59,37,0.13,35,0.013,2.3,2.7,613
MDL18-473,100,FALSE,0,FALSE,0.33,10,0.12,2,0.00081,0,16,0.0058,10,0.0046,6,220,21,17,103,0.15,8,0.011,191,0.82,24,0.056,86,0.65,86,0.14,324748,14262,0.044,8102,415,9242,7773,0.65,0.55,-0.096,0.69,71,0.23,2e+09,0.87,61,0.28,114,0.71,1.6,1.9,128
MDL18-473,50,FALSE,0,FALSE,0.69,17,0.019,0,0,0,30,0.0066,26,0.0062,6,767,32,173,408,0.29,69,0.061,650,0.9,73,0.073,161,0.32,315,0.22,324748,14262,0.044,8102,415,9242,7773,0.65,0.55,-0.093,0.68,219,0.17,1.3e+09,0.74,190,0.26,257,0.4,1.9,2.4,428
MDL18-604,100,FALSE,0,TRUE,0.63,0,0,0,0,0,2,1e-04,2,1e-04,18,246,28,64,44,0.093,88,0.37,4,0.0023,20,0.084,44,0.25,37,0.096,324770,14259,0.044,8011,414,9364,7994,0.66,0.56,-0.083,0.68,80,0.39,1.9e+09,0.92,25,0.27,46,0.26,1.7,1,146
MDL18-604,50,FALSE,0,FALSE,1,0,0,0,0,0,2,1e-04,2,1e-04,22,848,37,499,115,0.1,172,0.18,14,0.012,31,0.064,101,0.17,140,0.14,324770,14259,0.044,8011,414,9364,7994,0.66,0.56,-0.081,0.67,257,0.23,9.4e+08,0.77,81,0.3,105,0.17,1.9,2.7,488
MDL18-93,100,FALSE,0,TRUE,0.89,0,0,4,0.00063,0,8,0.0024,7,0.0019,23,244,28,68,49,0.074,54,0.2,11,0.0047,23,0.17,33,0.12,74,0.35,324768,14256,0.044,13860,751,9178,7648,0.64,0.54,-0.11,0.73,106,0.4,1.7e+09,0.9,63,0.46,44,0.13,2.2,2.2,147
MDL18-93,50,FALSE,0,FALSE,0.98,0,0,2,0.00032,0,5,0.00068,5,0.00068,21,816,37,475,105,0.063,168,0.21,40,0.015,62,0.17,61,0.095,173,0.24,324768,14256,0.044,13860,751,9178,7648,0.64,0.54,-0.1,0.73,181,0.15,1.1e+09,0.86,89,0.17,77,0.099,2.3,2.9,490
