Chromosome Arm	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9	Pat02	Pat03	Pat04	Pat06	Pat07	Pat08	Pat100	Pat101	Pat103	Pat104	Pat105	Pat106	Pat109	Pat11	Pat110	Pat113	Pat115	Pat117	Pat118	Pat119	Pat121	Pat123	Pat124	Pat126	Pat127	Pat128	Pat129	Pat13	Pat130	Pat131	Pat132	Pat133	Pat135	Pat138	Pat139	Pat14	Pat140	Pat143	Pat147	Pat148	Pat15	Pat151	Pat157	Pat159	Pat16	Pat160	Pat162	Pat163	Pat165	Pat166	Pat167	Pat168	Pat17	Pat170	Pat171	Pat174	Pat175	Pat18	Pat19	Pat21	Pat24	Pat25	Pat27	Pat28	Pat29	Pat32	Pat33	Pat36	Pat37	Pat38	Pat39	Pat40	Pat41	Pat43	Pat44	Pat45	Pat46	Pat47	Pat49	Pat50	Pat54	Pat55	Pat56	Pat57	Pat58	Pat59	Pat60	Pat62	Pat63	Pat64	Pat66	Pat67	Pat70	Pat71	Pat73	Pat74	Pat76	Pat77	Pat78	Pat79	Pat80	Pat81	Pat82	Pat83	Pat85	Pat86	Pat88	Pat90	Pat92	Pat98	CR0095	CR04885	CR06670	CR1509	CR22640	CR3665	CR4880	CR6126	CR6161	CR7623	CR9306	CR9699	CRNR0244	CRNR2472	CRNR4941	LSD0167	LSD2057	LSD3484	LSD4691	LSD4744	LSD6819	LSDNR1120	LSDNR1650	LSDNR3086	LSDNR9298	NR1867	NR2137	NR3156	NR3549	NR4018	NR4045	NR4083	NR4631	NR4810	NR4949	NR5784	NR6689	NR6721	NR6842	NR8727	NR8815	NR9341	NR9445	NR9449	NR9521	NR9705	NR9765	PR03803	PR12117	PR4035	PR4046	PR4077	PR4091	PR4092	SD0346	SD1494	SD2051	SD2056	SD5038	SD5118	SD5934	SD6336	SD6494	SD7357
13q	0.000	-0.353	-0.475	-0.490	0.000	-0.413	0.000	0.000	0.000	-0.408	-0.456	0.000	0.000	-0.930	0.000	-0.279	0.785	0.000	0.000	0.706	0.000	0.275	0.438	0.000	0.000	0.478	0.000	0.000	0.000	0.000	0.000	0.000	0.529	1.251	1.221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.322	0.409	-0.304	0.000	0.000	0.000	0.000	0.332	0.000	0.000	0.000	0.000	0.000	1.051	0.000	0.000	0.000	1.377	0.000	0.594	-0.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.807	0.330	0.000	-0.585	0.000	0.000	0.000	0.000	0.000	-0.758	0.000	0.000	0.415	-0.263	0.000	0.000	0.000	1.106	0.594	0.000	0.000	-0.363	-0.376	0.370	0.298	0.000	0.000	0.000	0.000	0.000	0.000	0.789	-0.305	0.000	-0.548	0.000	-0.499	-0.724	0.000	0.000	0.000	0.000	0.402	0.000	0.547	0.000	0.000	0.000	0.000	-0.608	0.524	0.000	0.000	-0.438	0.000	0.000	0.000	0.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.277	0.490	0.000	0.000	0.000	0.000	-0.272	0.000	0.000	0.000	0.000	0.000	-0.278	0.000	0.000	0.000	-0.349	0.000	0.000	0.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.451	0.000	0.000	0.000	0.000	0.000	0.000	0.521	0.000	0.000	0.000	0.000	0.000	0.000	0.391	0.759	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	0.000	-0.291	0.733	0.000	-0.497	0.000	0.000	0.262	0.000	0.000	-0.453	-0.322	0.000	-0.265	-0.558	0.000
14q	-0.301	-0.366	0.532	0.000	0.000	-0.395	0.000	0.000	0.000	0.373	0.000	0.000	0.000	-0.923	0.000	-0.282	-0.442	-0.543	-0.257	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.000	-0.556	0.000	0.000	0.000	0.000	0.000	0.000	1.232	-0.418	0.000	0.000	0.000	0.544	0.000	0.000	0.567	0.000	-1.293	0.000	0.000	0.000	0.676	0.000	0.000	-0.528	-0.876	0.000	0.000	0.000	-0.829	0.000	0.000	0.000	0.000	-0.614	0.573	0.000	0.000	0.402	0.000	0.000	0.000	-0.843	0.096	0.885	-0.354	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.000	0.000	0.535	0.000	-0.284	0.000	0.000	-1.293	0.000	-0.304	0.000	0.000	0.000	0.370	-0.366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.337	0.422	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.871	0.000	0.000	-0.624	0.000	0.000	0.000	0.000	0.000	0.442	0.000	0.000	-0.398	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.444	-0.251	0.595	-0.262	0.000	0.000	0.000	-0.375	0.000	-0.350	-0.258	-0.550	0.000	0.000	0.000	0.000	0.000	0.000	0.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.276	0.000	0.000	-0.763	0.000	0.000	-0.740	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.583	0.000	-0.314	-0.404	0.264
15q	0.000	-0.376	0.000	0.382	0.000	-0.394	0.000	0.000	0.000	0.339	0.506	-0.342	0.000	0.000	0.000	-0.411	-0.468	0.000	-0.312	0.000	0.000	0.543	0.000	0.000	0.000	0.000	0.193	0.000	0.284	0.000	0.000	0.000	0.565	0.519	1.264	0.000	0.000	0.414	0.000	0.282	0.000	0.626	0.000	0.000	-1.293	0.000	0.820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.632	-0.508	0.000	0.374	0.000	0.000	0.000	0.000	0.490	-0.473	0.000	0.000	0.000	-0.512	0.000	0.571	0.000	0.000	0.000	0.000	-0.373	0.830	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.279	0.144	0.000	0.000	0.000	0.000	0.000	1.799	0.586	0.000	0.000	0.000	0.000	0.000	0.264	0.000	0.000	0.000	0.000	0.000	-0.159	0.000	-0.505	0.000	0.000	0.000	0.000	0.000	0.267	0.000	0.000	0.422	0.000	0.456	-0.314	0.000	0.000	0.543	-0.268	0.000	0.000	-0.345	0.000	0.000	0.453	0.000	0.000	-0.554	-0.620	0.000	0.000	0.000	0.611	0.000	0.000	0.000	0.331	0.000	0.000	0.000	0.000	0.000	0.000	0.523	0.000	0.000	0.470	0.000	0.000	0.000	0.000	0.000	0.000	-0.340	0.448	0.000	-0.516	0.000	0.000	-0.429	0.000	0.000	0.332	-0.526	0.000	-0.687	0.374	0.363	0.000	0.540	0.374	-0.673	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.143	0.000	0.000	0.000	0.000	0.000	0.000	0.305	0.264	0.000	0.000	0.000	0.282	0.000	0.000	0.000	0.000	-0.381	0.000	0.000	0.000
16p	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.292	-0.459	0.000	0.000	0.000	0.000	0.000	0.000	0.494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.538	0.000	0.000	0.000	0.000	0.441	0.479	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.573	0.000	0.000	-0.296	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.644	0.000	0.000	0.000	0.000	0.000	0.451	0.439	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.000	0.000	0.000	0.000	0.000	0.557	0.000	0.000	0.000	-0.280	0.000	0.000	0.461	0.000	0.000	0.000	0.000	0.533	0.000	0.000	0.000	0.000	0.000	0.000	0.302	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.499	0.000	0.000	0.000	0.000	-0.262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.309	-0.514	0.000	-0.607	0.000	0.000	-0.679	0.791	0.000	0.660	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.000	0.000	0.854	0.000	0.000	0.000	0.000	0.000	-0.254	0.000	0.000	0.000	-0.268	0.000	0.000	0.000	0.000	0.276	0.527	0.000	0.000	0.000	-0.464	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.298	-0.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.325	0.000	0.000	0.000	0.025	0.000	0.000	-0.495	0.274	0.000	0.335	-0.641	0.000
16q	0.000	0.000	-0.512	0.000	0.000	0.000	0.000	0.000	0.000	0.292	-0.459	0.000	0.000	0.000	0.000	-0.342	0.000	-0.522	0.000	0.000	0.000	-0.328	-0.256	0.000	0.000	0.000	0.000	-0.538	0.000	0.000	0.000	0.000	0.000	0.479	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.573	0.000	0.000	-0.296	0.000	0.000	0.000	0.000	-0.366	0.000	0.000	0.000	-0.534	-0.323	-0.644	0.000	0.000	0.000	0.000	0.000	0.451	0.439	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.000	0.000	0.000	-0.472	0.000	0.557	0.000	0.000	0.000	-0.280	-0.755	-0.656	0.000	-0.379	0.000	0.000	0.000	0.533	0.578	0.000	0.000	0.000	0.000	0.000	0.302	0.000	0.000	0.000	-0.545	-0.311	-0.532	0.000	0.000	0.000	-0.499	0.000	-0.393	1.047	0.000	-0.262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.309	-0.514	0.000	-0.607	0.000	0.000	-0.679	0.748	0.000	0.660	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.000	0.000	0.854	0.000	-0.452	0.000	0.000	0.000	-0.254	-0.747	0.000	0.000	-0.268	0.000	0.000	0.000	0.000	0.000	0.527	0.000	0.000	0.302	0.000	0.000	0.000	0.000	0.000	0.000	-0.332	0.000	0.000	0.000	0.000	0.000	0.298	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.477	0.000	0.000	0.000	0.000	0.000	-0.773	0.000	0.000	-0.347	0.000	0.000	0.000	0.000	-0.476	0.000	-0.480	0.325	0.000	0.000	0.000	-0.299	0.000	0.000	-0.495	0.274	-0.356	0.335	-0.641	0.000
17p	-0.795	0.000	-0.491	-0.507	0.000	-0.412	0.000	0.000	0.000	0.000	0.000	-0.685	0.000	-0.430	0.000	0.000	-0.417	0.000	0.000	-0.660	0.000	0.000	0.000	0.000	-0.488	0.000	0.000	-0.543	-0.699	0.000	-0.036	0.000	-0.540	0.000	0.000	0.000	0.000	0.000	0.142	0.000	0.000	-0.576	0.519	0.000	-1.293	0.000	0.000	0.000	-0.691	0.000	0.000	-0.260	-0.822	0.548	-0.659	-0.331	0.000	0.000	0.000	0.000	0.000	0.000	-0.514	0.000	-0.342	-0.829	0.000	0.372	0.000	0.695	0.000	-0.883	0.000	0.000	-0.524	0.000	-0.607	0.000	0.000	0.000	0.000	0.000	0.000	0.536	0.000	0.090	0.000	-0.604	0.000	-0.280	-0.388	0.000	-0.288	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.547	0.000	0.501	0.000	-0.310	0.000	0.000	0.000	0.000	-0.660	0.000	0.000	0.000	0.000	-0.859	0.000	0.000	0.000	0.407	-0.322	0.000	-0.309	-0.358	-0.769	0.000	-0.306	0.000	0.000	0.000	-0.874	0.000	0.000	0.000	0.000	-0.512	0.000	0.535	0.000	0.000	0.000	0.000	0.000	0.000	-0.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.549	-0.631	0.473	0.000	0.000	0.000	0.000	0.443	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.317	0.000	0.000	0.365	-0.288	0.000	0.000	0.000	0.000	0.000	-0.773	0.000	-0.811	-0.789	0.000	0.000	-0.544	0.000	0.000	0.000	0.000	-0.323	-0.542	0.000	-0.976	0.000	-0.600	0.000	-0.487	0.267	0.000	0.000	-0.573	0.317
17q	-0.309	0.296	0.580	-0.507	0.000	0.000	0.000	0.000	0.000	0.000	0.473	0.685	0.000	-0.430	0.000	0.000	-0.417	0.000	0.000	0.000	0.000	0.000	0.834	0.000	0.415	0.465	0.000	0.591	0.000	0.000	0.530	0.000	0.504	0.000	0.000	0.000	0.000	0.000	0.403	0.000	0.000	0.000	0.519	0.000	0.442	0.000	0.000	0.000	0.000	0.000	0.000	-0.260	0.000	0.000	0.597	-0.331	0.000	0.000	0.000	0.000	0.000	0.000	-0.514	0.000	0.044	0.000	0.000	0.372	0.000	0.695	1.005	0.000	0.000	0.000	0.143	0.000	0.565	0.000	0.000	0.000	0.309	0.559	0.000	0.000	0.000	0.568	1.176	0.000	0.000	0.000	-0.388	0.000	-0.288	0.000	0.000	0.000	0.000	0.000	0.000	-0.545	0.000	0.000	0.000	0.114	0.000	-0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.343	0.000	0.000	0.407	0.000	0.000	0.000	-0.358	-0.148	0.675	-0.306	0.000	0.000	0.000	-0.404	0.000	0.000	0.000	0.000	0.149	0.335	0.535	0.000	0.000	0.000	0.000	-0.905	0.000	-0.280	0.000	0.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.676	0.473	0.000	0.000	0.000	0.000	0.443	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.000	0.000	0.000	-0.082	0.000	0.954	0.365	0.000	0.000	0.000	0.000	0.000	0.000	0.762	0.000	-0.811	0.385	0.472	0.000	0.000	0.000	0.000	0.000	0.432	-0.323	0.600	0.000	-0.089	0.000	0.000	0.000	0.000	0.267	0.393	0.292	0.696	0.363
18p	-0.294	0.000	0.000	0.385	0.000	0.000	0.000	0.000	0.000	-0.413	-0.475	0.000	0.000	-0.456	0.000	0.000	0.787	0.419	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.000	0.000	0.000	-0.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.302	0.526	0.000	0.000	-0.688	0.000	-1.293	0.000	0.000	0.000	0.000	-0.434	0.000	-0.506	0.000	0.000	0.000	0.000	1.003	0.000	0.000	-0.595	0.000	0.608	-0.457	0.000	-0.459	0.000	0.000	0.000	0.000	0.000	0.329	-0.890	-0.272	0.000	-0.606	0.000	0.549	-0.627	0.423	0.000	0.000	0.000	0.734	0.515	0.000	0.000	0.497	0.000	0.162	0.000	0.000	0.000	0.000	0.000	0.326	-0.308	0.000	0.000	-0.255	0.000	0.000	0.000	0.000	0.000	0.296	-0.498	0.000	-0.366	0.000	0.000	0.000	0.000	-0.850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.476	0.000	0.000	0.000	0.000	0.000	0.363	0.000	0.000	0.000	0.000	0.000	0.000	-0.395	0.000	0.000	0.441	0.000	0.501	0.377	0.000	0.000	0.000	0.000	0.000	1.862	-0.527	0.000	0.000	0.000	0.409	0.000	0.000	0.000	-0.269	0.000	0.590	0.000	0.000	-0.251	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.492	0.000	0.000	0.000	-0.383	0.000	0.643	-0.482	-0.334	0.000	0.000	0.000	0.000	0.000	-0.779	0.000	0.000	-0.388	0.000	0.855	0.000	0.000	0.000	-0.283	0.000	0.269	-0.502	0.000	0.000	0.268	0.000	0.000	0.000	0.000	0.000	-0.251	1.171	-0.425
18q	-0.294	0.000	0.000	0.385	0.000	-0.423	0.000	0.000	0.000	-0.413	-0.475	0.389	0.000	-0.456	0.000	0.000	0.787	0.419	0.000	0.000	0.000	0.327	0.000	0.000	0.000	0.459	0.000	0.000	0.000	-0.720	0.000	0.000	0.000	0.000	1.004	0.000	0.000	0.000	-0.302	0.526	0.000	0.000	-0.688	0.000	-1.293	0.000	0.000	0.000	-0.707	-0.434	0.000	-0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.595	0.000	-0.636	-0.457	-0.651	-0.459	0.000	0.000	0.000	0.000	0.000	0.329	-0.890	-0.272	0.000	-0.606	0.000	0.549	-0.627	0.423	0.000	0.000	0.000	0.734	0.515	0.000	0.000	0.497	0.000	-0.506	0.000	0.000	-0.327	0.000	0.000	0.326	-0.308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	-0.498	0.000	0.000	0.000	0.000	0.000	0.000	-0.850	0.000	0.000	0.000	0.000	0.000	-0.561	0.000	0.000	0.476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.395	0.000	0.000	0.441	0.000	-0.579	0.377	0.000	0.000	0.000	0.000	0.000	-0.585	-0.250	0.000	0.000	0.000	0.409	0.000	0.000	0.000	-0.269	0.000	0.590	0.000	0.000	-0.251	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.038	0.000	0.000	0.000	-0.383	0.000	0.643	-0.482	-0.334	0.000	0.000	0.000	0.000	0.000	-0.779	0.000	0.000	-0.388	0.000	0.855	0.000	0.000	0.000	-0.283	0.000	-0.346	-0.502	0.000	0.000	0.268	0.000	0.000	0.506	0.000	0.000	-0.251	0.512	-0.425
19p	-0.269	0.267	-0.430	0.000	0.000	0.365	0.000	0.268	-0.456	0.282	0.000	0.000	0.000	0.000	0.000	0.000	-0.136	0.000	0.000	0.000	0.000	0.358	0.000	0.000	0.000	0.521	0.000	0.000	-0.372	0.000	0.000	0.000	0.000	0.000	0.000	0.627	0.000	-0.748	0.000	0.000	0.000	0.000	0.000	0.412	-1.293	0.000	0.000	0.000	-0.881	0.000	0.000	0.000	0.605	0.419	-0.377	-0.374	0.000	0.000	0.000	0.000	0.000	0.271	0.000	0.000	0.000	0.000	0.000	-0.441	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.499	0.000	-0.294	-0.316	0.000	0.293	0.000	-0.688	0.000	-0.690	0.000	-0.795	0.000	0.000	0.000	0.000	-0.359	0.000	0.355	0.000	0.727	0.000	0.000	0.000	0.000	0.000	0.314	0.000	-0.434	0.000	-0.429	0.000	0.119	0.000	0.000	0.308	0.000	0.000	0.000	0.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.270	0.000	0.370	0.000	0.000	0.000	-0.348	0.000	0.000	0.000	0.793	0.804	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.574	0.000	-0.422	0.000	0.000	0.000	0.000	0.000	0.000	0.382	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.708	0.000	0.270	0.000	0.000	0.000	-0.269	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.000	0.000	0.000	0.773	0.000	0.000	0.000	0.000	0.610	0.000	0.000	0.000	0.000
19q	0.000	0.267	-0.430	0.000	0.000	0.000	0.000	0.000	0.000	0.282	0.463	0.000	0.000	0.000	0.000	0.000	-0.443	0.370	0.000	0.000	0.000	0.358	0.000	0.000	0.000	0.521	0.000	0.000	-0.372	0.000	0.000	0.000	0.000	0.000	0.000	0.627	0.000	-0.748	0.000	0.000	0.000	-0.564	0.000	0.412	-1.293	0.000	0.000	0.000	-0.881	0.000	0.000	0.000	0.875	0.000	-0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.271	0.000	0.000	0.000	-0.760	0.000	-0.441	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.294	-0.316	0.000	0.293	0.000	-0.688	0.000	-0.690	0.000	-0.795	0.000	-0.581	0.000	0.000	-0.359	0.762	0.785	0.000	0.727	0.000	0.000	-0.289	0.000	0.000	0.000	0.000	-0.434	0.000	-0.429	0.000	0.795	0.000	0.000	0.308	0.000	0.000	0.000	0.350	0.000	0.307	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.270	0.000	0.370	0.000	0.000	0.000	-0.348	0.000	0.000	1.345	0.793	0.804	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.574	0.000	-0.422	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.269	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.000	0.000	0.000	0.000	-0.357	0.000	0.000	0.000	0.610	0.000	0.000	0.000	0.000
20p	0.000	1.102	0.391	0.428	0.000	-0.400	1.069	0.510	0.457	0.690	0.831	-0.315	0.000	0.000	0.000	-0.336	0.304	0.379	-0.250	0.000	0.000	0.480	0.000	0.000	0.000	0.448	0.000	0.592	0.408	0.000	0.000	0.000	0.999	0.472	0.000	0.968	0.000	0.349	0.000	0.000	0.000	-0.544	0.378	-0.367	0.824	0.000	1.474	0.000	0.000	0.341	0.000	-0.373	-0.846	0.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.577	0.000	0.310	0.000	0.000	0.000	0.000	0.271	0.000	-0.939	0.381	0.000	-0.670	0.000	0.580	0.841	0.000	0.000	0.000	0.000	0.000	1.054	0.000	0.000	0.000	0.000	-0.305	0.000	0.846	0.394	0.000	0.000	0.778	0.326	0.000	0.000	0.697	0.000	0.355	0.000	0.000	0.000	0.000	-0.491	0.000	-0.297	0.679	0.000	0.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.063	0.711	0.507	-0.338	0.506	0.000	0.000	0.000	0.646	0.000	0.000	0.000	0.000	0.725	0.000	0.367	0.000	-0.657	0.523	0.540	0.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.334	0.000	0.000	0.000	0.332	0.000	0.000	0.254	0.601	0.000	0.000	0.000	0.000	0.000	0.000	0.454	0.000	0.342	0.000	0.000	0.698	0.000	0.000	0.000	0.616	0.000	0.000	-0.435	0.337	0.000	0.857	0.383	0.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.745	0.000	0.000	0.000	0.000	0.000	0.338	0.352	0.000	0.000	0.870	0.587	0.000	0.469	0.000	0.565	0.000	0.491	0.445	0.935
20q	0.000	1.102	0.391	0.428	0.000	0.845	1.069	0.510	0.457	0.690	0.831	-0.315	0.000	-0.408	0.000	0.000	1.059	0.379	-0.250	0.000	0.000	0.480	0.000	0.000	0.000	0.448	0.000	0.592	0.408	0.000	0.000	0.000	0.999	0.472	0.000	0.968	0.000	0.349	0.000	0.000	0.000	0.000	0.378	0.000	0.000	0.000	1.474	0.000	0.000	0.341	0.000	-0.373	0.151	0.000	0.000	0.646	0.000	0.000	0.842	0.000	0.000	0.509	0.577	0.602	0.310	0.000	0.000	0.000	0.401	0.271	0.000	0.857	0.381	0.000	1.406	0.000	0.580	0.841	0.000	0.000	0.765	0.000	0.000	1.054	0.000	0.000	0.000	0.000	1.333	0.000	0.846	0.394	0.000	0.000	0.778	0.326	0.000	0.000	0.697	0.000	0.355	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.478	0.801	0.254	0.000	0.000	0.709	0.000	0.000	0.000	0.000	0.892	0.264	0.000	0.507	0.000	0.506	0.000	0.000	0.687	0.646	0.000	0.000	0.264	0.000	0.725	0.000	0.367	0.000	0.739	0.523	0.540	1.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.656	0.334	0.000	0.000	0.000	0.332	0.000	0.000	0.254	0.601	0.000	0.742	0.000	0.000	0.000	0.000	0.454	0.000	0.342	0.000	0.000	0.698	0.000	0.000	0.774	0.616	0.000	0.000	0.345	0.337	0.266	0.857	0.383	0.938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.436	0.000	0.000	0.000	0.000	0.000	0.338	0.352	0.000	0.000	0.870	0.587	0.000	0.469	0.728	0.565	0.000	0.491	0.445	0.935
21p	0.000	1.097	-0.462	0.000	0.000	-0.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.460	-0.435	-0.577	0.000	0.000	0.000	0.000	0.000	0.000	-0.513	0.000	0.000	0.000	-0.694	0.000	0.000	0.000	0.000	0.259	1.177	0.000	0.000	0.505	0.000	0.000	0.000	0.000	0.000	0.000	-1.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.331	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.666	0.569	0.000	0.000	0.000	0.000	0.000	-0.462	-0.205	0.000	0.000	0.306	0.000	0.000	0.000	0.000	0.689	0.000	0.000	-0.865	-0.443	0.000	0.000	0.000	0.000	-0.772	3.272	0.000	0.000	0.000	-0.537	-0.283	0.000	0.386	0.000	0.000	0.000	0.000	0.000	-0.325	0.000	0.000	0.000	0.000	1.445	0.000	0.000	0.000	0.000	-0.349	0.000	0.505	0.000	0.000	0.000	0.000	0.000	-0.525	0.000	0.270	0.585	0.000	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.377	0.000	0.512	0.552	0.000	0.457	0.439	0.000	0.000	-0.281	1.135	0.000	0.323	0.000	0.000	0.000	0.000	0.000	0.000	0.596	0.000	0.000	0.428	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.498	0.000	0.000	0.981	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.341	0.000	-0.949	0.000	-0.347	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.376	0.000	0.000	0.000	0.000	0.000	-0.276	-0.512	0.000	-0.506	0.000	0.000	0.000	0.000	0.000	-0.764	0.000	0.000	0.000	-0.397	-0.324
